"","ColonyID","Run.x","Interval","Light_Value","N_points","O2_start","O2_end","DeltaT_min","DeltaT_max","O2_min","O2_max","Slope","Date","Project","Timepoint","Run.y","Chamber","Species","Phenotype","Chamber_Volume_mL","Notes","...11","...12","...13","Surface_Area_cm2","Chamber_Volume_L","Slope_norm"
"1","242",1,1,0,320,10.019003125,-0.487996874999993,71.003,86.954,-0.493996874999993,10.694003125,-0.807356511786687,2026-01-21,"CAREER - Phys","January_2026",2,2,"Porites compressa","Resistant",246.659,NA,NA,NA,NA,10,0.246659,-1.19485049904476
"2","242",1,2,155,300,-15.9688412162162,-18.6458412162162,0,14.954,-18.8278412162162,-15.9688412162162,-0.1149458075118,2026-01-21,"CAREER - Phys","January_2026",2,2,"Porites compressa","Resistant",246.659,NA,NA,NA,NA,10,0.246659,-0.170114507610318
"3","242",1,3,269,200,-18.36291,-17.51391,16.004,25.954,-18.63691,-17.51391,0.11467732953499,2026-01-21,"CAREER - Phys","January_2026",2,2,"Porites compressa","Resistant",246.659,NA,NA,NA,NA,10,0.246659,0.169717172554627
"4","242",1,4,472,200,-16.832895,-13.531895,27.004,36.954,-16.995895,-13.437895,0.380106853528161,2026-01-21,"CAREER - Phys","January_2026",2,2,"Porites compressa","Resistant",246.659,NA,NA,NA,NA,10,0.246659,0.562540658306416
"5","242",1,5,824,200,-12.331855,-7.083855,38.004,47.954,-12.331855,-7.083855,0.520294829392804,2026-01-21,"CAREER - Phys","January_2026",2,2,"Porites compressa","Resistant",246.659,NA,NA,NA,NA,10,0.246659,0.770012413939197
"6","242",1,6,1017,200,-5.72078999999999,0.764209999999991,49.004,58.954,-5.72078999999999,0.781209999999987,0.680983364125505,2026-01-21,"CAREER - Phys","January_2026",2,2,"Porites compressa","Resistant",246.659,NA,NA,NA,NA,10,0.246659,1.007824053671
"7","242",1,7,1313,200,2.054315,8.81431500000002,60.004,69.954,2.054315,8.93031500000001,0.672069188347119,2026-01-21,"CAREER - Phys","January_2026",2,2,"Porites compressa","Resistant",246.659,NA,NA,NA,NA,10,0.246659,0.994631483571072
"8","42",3,1,0,320,76.74180625,64.12380625,286.987,302.937,64.12380625,77.18280625,-0.947092436371364,2026-01-21,"CAREER - Phys","January_2026",1,3,"Porites compressa","Resistant",247.018,NA,NA,NA,NA,10,0.247018,-1.40369327668549
"9","42",3,2,155,309,29.0492302631579,26.1462302631579,214.538,229.937,26.0092302631579,29.0492302631579,-0.171721543552843,2026-01-21,"CAREER - Phys","January_2026",1,3,"Porites compressa","Resistant",247.018,NA,NA,NA,NA,10,0.247018,-0.254509873472017
"10","42",3,3,269,200,27.118085,28.316085,230.987,240.937,26.875085,28.316085,0.128772497892236,2026-01-21,"CAREER - Phys","January_2026",1,3,"Porites compressa","Resistant",247.018,NA,NA,NA,NA,10,0.247018,0.190854749306066
"11","42",3,4,472,200,29.300205,34.200205,241.987,251.937,29.140205,34.302205,0.562548273431072,2026-01-21,"CAREER - Phys","January_2026",1,3,"Porites compressa","Resistant",247.018,NA,NA,NA,NA,10,0.247018,0.833757296438379
"12","42",3,5,824,220,35.9652136363636,45.9092136363636,252.987,263.937,35.8592136363636,45.9752136363636,0.935127555764815,2026-01-21,"CAREER - Phys","January_2026",1,3,"Porites compressa","Resistant",247.018,NA,NA,NA,NA,10,0.247018,1.38596003141948
"13","42",3,6,1017,200,47.88854,59.16354,264.987,274.937,47.88854,59.22954,1.16334805962852,2026-01-21,"CAREER - Phys","January_2026",1,3,"Porites compressa","Resistant",247.018,NA,NA,NA,NA,10,0.247018,1.7242074659599
"14","42",3,7,1313,200,61.37127,74.23427,275.988,285.937,61.31327,74.56827,1.32420218174043,2026-01-21,"CAREER - Phys","January_2026",1,3,"Porites compressa","Resistant",247.018,NA,NA,NA,NA,10,0.247018,1.96261064717494
"15","204",4,1,0,300,38.8413166666667,30.3583166666667,396.004,410.954,30.3583166666667,39.3403166666667,-0.689591199969037,2026-01-21,"CAREER - Phys","January_2026",4,2,"Montipora capitata","Resistant",243.909,NA,NA,NA,NA,10,0.243909,-1.00918499995949
"16","204",4,2,155,320,-9.56231249999999,-7.15831249999999,323.004,338.954,-9.78931249999999,-7.15831249999999,0.188804994755153,2026-01-21,"CAREER - Phys","January_2026",4,2,"Montipora capitata","Resistant",243.909,NA,NA,NA,NA,10,0.243909,0.276307424794407
"17","204",4,3,269,200,-5.37721500000001,-1.53221500000001,340.004,349.954,-5.48621500000002,-1.11521500000001,0.450208223199339,2026-01-21,"CAREER - Phys","January_2026",4,2,"Montipora capitata","Resistant",243.909,NA,NA,NA,NA,10,0.243909,0.658859025073966
"18","204",4,4,472,220,0.504327272727267,7.14832727272727,351.004,361.954,0.504327272727267,7.14832727272727,0.550190935576811,2026-01-21,"CAREER - Phys","January_2026",4,2,"Montipora capitata","Resistant",243.909,NA,NA,NA,NA,10,0.243909,0.805179125433626
"19","204",4,5,824,200,9.06659500000001,16.386595,363.004,372.953,9.06659500000001,16.386595,0.719817245629766,2026-01-21,"CAREER - Phys","January_2026",4,2,"Montipora capitata","Resistant",243.909,NA,NA,NA,NA,10,0.243909,1.05341942738586
"20","204",4,6,1017,200,18.35192,25.91192,374.004,383.954,18.35192,25.91192,0.762670478648392,2026-01-21,"CAREER - Phys","January_2026",4,2,"Montipora capitata","Resistant",243.909,NA,NA,NA,NA,10,0.243909,1.1161331626599
"21","204",4,7,1313,200,28.3433,36.1613,385.003,394.954,28.3433,36.1843,0.809194824983155,2026-01-21,"CAREER - Phys","January_2026",4,2,"Montipora capitata","Resistant",243.909,NA,NA,NA,NA,10,0.243909,1.1842194034009
"22","41",5,1,0,300,113.206541528239,100.182541528239,503.004,517.954,100.161541528239,113.565541528239,-1.04125512303448,2026-01-21,"CAREER - Phys","January_2026",3,10,"Porites compressa","Susceptible",246.966,NA,NA,NA,NA,10,0.246966,-1.54292767629201
"23","41",5,2,155,300,48.4549230769231,45.9229230769231,430.999,445.954,45.8299230769231,48.4549230769231,-0.133390720409141,2026-01-21,"CAREER - Phys","January_2026",3,10,"Porites compressa","Susceptible",246.966,NA,NA,NA,NA,10,0.246966,-0.197657835939383
"24","41",5,3,269,200,47.1799054726368,49.4529054726368,447.004,456.954,47.0619054726368,49.4699054726368,0.299727028906606,2026-01-21,"CAREER - Phys","January_2026",3,10,"Porites compressa","Susceptible",246.966,NA,NA,NA,NA,10,0.246966,0.444134312525693
"25","41",5,4,472,200,50.8363631840796,58.4663631840796,458.004,467.954,50.7173631840796,58.4663631840796,0.831649243470135,2026-01-21,"CAREER - Phys","January_2026",3,10,"Porites compressa","Susceptible",246.966,NA,NA,NA,NA,10,0.246966,1.23233452237707
"26","41",5,5,824,220,59.5053529411765,72.7263529411765,468.004,478.953,59.5053529411765,72.7863529411765,1.27227849802097,2026-01-21,"CAREER - Phys","January_2026",3,10,"Porites compressa","Susceptible",246.966,NA,NA,NA,NA,10,0.246966,1.88525718925348
"27","41",5,6,1017,200,75.2850099502488,90.4440099502488,480.004,489.954,75.1590099502488,90.4440099502488,1.55570670036165,2026-01-21,"CAREER - Phys","January_2026",3,10,"Porites compressa","Susceptible",246.966,NA,NA,NA,NA,10,0.246966,2.30523996576909
"28","41",5,7,1313,200,92.8995024875622,109.331502487562,491.004,500.953,92.8995024875622,109.331502487562,1.67309281594225,2026-01-21,"CAREER - Phys","January_2026",3,10,"Porites compressa","Susceptible",246.966,NA,NA,NA,NA,10,0.246966,2.47918224229197
"29","238",1,1,0,320,48.804003125,32.460003125,70.656,86.606,32.327003125,49.786003125,-1.30459554203287,2026-01-21,"CAREER - Phys","January_2026",4,1,"Porites compressa","Resistant",247.105,NA,NA,NA,NA,10,0.247105,-1.9342324884842
"30","238",1,2,155,293,-15.1168412162162,-17.4178412162162,0,14.606,-17.4988412162162,-15.1168412162162,-0.0159146424926003,2026-01-21,"CAREER - Phys","January_2026",4,1,"Porites compressa","Resistant",247.105,NA,NA,NA,NA,10,0.247105,-0.0235955263988039
"31","238",1,3,269,200,-16.73791,-13.61391,15.656,25.606,-16.98091,-13.61391,0.392606529143254,2026-01-21,"CAREER - Phys","January_2026",4,1,"Porites compressa","Resistant",247.105,NA,NA,NA,NA,10,0.247105,0.582090218303663
"32","238",1,4,472,200,-12.700895,-4.163895,26.656,36.606,-12.790895,-4.13789500000001,0.920581648309318,2026-01-21,"CAREER - Phys","January_2026",4,1,"Porites compressa","Resistant",247.105,NA,NA,NA,NA,10,0.247105,1.36488196923284
"33","238",1,5,824,200,-2.29585499999999,9.76514500000002,37.656,47.606,-2.357855,9.821145,1.31690293208465,2026-01-21,"CAREER - Phys","January_2026",4,1,"Porites compressa","Resistant",247.105,NA,NA,NA,NA,10,0.247105,1.95247979419667
"34","238",1,6,1017,200,11.92321,27.13021,48.656,58.606,11.90021,27.28321,1.62725779646169,2026-01-21,"CAREER - Phys","January_2026",4,1,"Porites compressa","Resistant",247.105,NA,NA,NA,NA,10,0.247105,2.412621226768
"35","238",1,7,1313,200,29.950315,46.407315,59.656,69.606,29.950315,46.496315,1.67211125668867,2026-01-21,"CAREER - Phys","January_2026",4,1,"Porites compressa","Resistant",247.105,NA,NA,NA,NA,10,0.247105,2.47912231250433
"36","236",2,1,0,320,68.72479375,58.84079375,177.656,193.606,58.75979375,68.96679375,-0.705595103855802,2026-01-21,"CAREER - Phys","January_2026",3,2,"Porites compressa","Resistant",240.89,NA,NA,NA,NA,10,0.24089,-1.01982482740694
"37","236",2,2,155,289,6.69736454849496,8.02036454849497,106.2,120.606,5.88336454849497,8.19836454849496,0.154598570839057,2026-01-21,"CAREER - Phys","January_2026",3,2,"Porites compressa","Resistant",240.89,NA,NA,NA,NA,10,0.24089,0.223447498376523
"38","236",2,3,269,200,9.48860696517411,14.5826069651741,121.656,131.606,9.45860696517411,14.5826069651741,0.519671465393417,2026-01-21,"CAREER - Phys","January_2026",3,2,"Porites compressa","Resistant",240.89,NA,NA,NA,NA,10,0.24089,0.751101955791721
"39","236",2,4,472,200,16.2088258706468,24.3398258706468,132.656,142.606,16.2088258706468,24.3398258706468,0.851737880793459,2026-01-21,"CAREER - Phys","January_2026",3,2,"Porites compressa","Resistant",240.89,NA,NA,NA,NA,10,0.24089,1.23105082862602
"40","236",2,5,824,200,26.4396716417911,36.0946716417911,143.656,153.606,26.1956716417911,36.389671641791,1.00717436217752,2026-01-21,"CAREER - Phys","January_2026",3,2,"Porites compressa","Resistant",240.89,NA,NA,NA,NA,10,0.24089,1.45570939262966
"41","236",2,6,1017,200,38.4426417910448,49.7726417910448,154.656,164.606,38.4426417910448,49.8736417910448,1.11433056525041,2026-01-21,"CAREER - Phys","January_2026",3,2,"Porites compressa","Resistant",240.89,NA,NA,NA,NA,10,0.24089,1.61058653917902
"42","236",2,7,1313,200,52.5549154228856,64.5669154228856,165.656,175.606,52.1969154228856,64.7679154228856,1.25054050428181,2026-01-21,"CAREER - Phys","January_2026",3,2,"Porites compressa","Resistant",240.89,NA,NA,NA,NA,10,0.24089,1.80745621245867
"43","233",3,1,0,321,102.06080625,89.55480625,286.639,302.639,89.55480625,103.08080625,-0.971562161117134,2026-01-21,"CAREER - Phys","January_2026",3,1,"Porites compressa","Susceptible",242.742,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,10,0.242742,-1.41503365268337
"44","233",3,2,155,302,37.6722302631579,36.3272302631579,214.596,229.639,36.1802302631579,37.6722302631579,-0.0608753501717957,2026-01-21,"CAREER - Phys","January_2026",3,1,"Porites compressa","Susceptible",242.742,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,10,0.242742,-0.0886620255084122
"45","233",3,3,269,201,37.378085,40.278085,230.639,240.639,37.256085,40.278085,0.31835624543742,2026-01-21,"CAREER - Phys","January_2026",3,1,"Porites compressa","Susceptible",242.742,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,10,0.242742,0.463670590379821
"46","233",3,4,472,201,41.583205,49.659205,241.639,251.639,41.518205,49.682205,0.851137767308802,2026-01-21,"CAREER - Phys","January_2026",3,1,"Porites compressa","Susceptible",242.742,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,10,0.242742,1.23964130347244
"47","233",3,5,824,221,51.7062136363636,64.7472136363636,252.64,263.64,51.7062136363636,64.7472136363636,1.23078752346636,2026-01-21,"CAREER - Phys","January_2026",3,1,"Porites compressa","Susceptible",242.742,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,10,0.242742,1.79258295012763
"48","233",3,6,1017,201,66.96054,81.66854,264.639,274.639,66.96054,81.66854,1.49201925189929,2026-01-21,"CAREER - Phys","January_2026",3,1,"Porites compressa","Susceptible",242.742,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,10,0.242742,2.17305442346723
"49","233",3,7,1313,201,84.06427,99.51127,275.639,285.639,83.89427,99.64027,1.59533105140477,2026-01-21,"CAREER - Phys","January_2026",3,1,"Porites compressa","Susceptible",242.742,"Decreasing at 10% light but increasing at all other light levels",NA,NA,NA,10,0.242742,2.32352310048058
"50","4",4,1,0,300,44.2033166666667,38.6773166666667,395.672,410.623,38.6443166666667,44.6643166666667,-0.513964184032689,2026-01-21,"CAREER - Phys","January_2026",5,6,"Montipora capitata","Resistant",246.337,NA,NA,NA,NA,10,0.246337,-0.759650371212364
"51","4",4,2,155,319,-0.766312499999998,1.25468750000002,322.715,338.623,-1.04231249999998,1.58668750000001,0.160968509301081,2026-01-21,"CAREER - Phys","January_2026",5,6,"Montipora capitata","Resistant",246.337,NA,NA,NA,NA,10,0.246337,0.237914998054202
"52","4",4,3,269,200,3.07478499999999,6.84578499999998,339.673,349.623,2.89278499999998,6.93078499999999,0.374121119528528,2026-01-21,"CAREER - Phys","January_2026",5,6,"Montipora capitata","Resistant",246.337,NA,NA,NA,NA,10,0.246337,0.552959245327793
"53","4",4,4,472,220,8.37432727272727,15.1363272727273,350.673,361.622,8.23632727272727,15.2693272727273,0.620875584245316,2026-01-21,"CAREER - Phys","January_2026",5,6,"Montipora capitata","Resistant",246.337,NA,NA,NA,NA,10,0.246337,0.91766777277743
"54","4",4,5,824,200,17.175595,23.614595,362.673,372.623,17.154595,23.811595,0.679707027574508,2026-01-21,"CAREER - Phys","January_2026",5,6,"Montipora capitata","Resistant",246.337,NA,NA,NA,NA,10,0.246337,1.00462194030973
"55","4",4,6,1017,200,25.88492,31.08292,373.673,383.623,25.51292,31.40992,0.483262902144013,2026-01-21,"CAREER - Phys","January_2026",5,6,"Montipora capitata","Resistant",246.337,NA,NA,NA,NA,10,0.246337,0.714273201152698
"56","4",4,7,1313,200,32.5913,41.4473,384.672,394.623,32.5913,41.5653,0.847603114067634,2026-01-21,"CAREER - Phys","January_2026",5,6,"Montipora capitata","Resistant",246.337,NA,NA,NA,NA,10,0.246337,1.25277604986047
"57","3",1,1,0,320,48.445003125,30.662003125,70.946,86.896,30.551003125,50.059003125,-1.60516447053262,2026-01-21,"CAREER - Phys","January_2026",2,8,"Montipora capitata","Susceptible",248.114,NA,NA,NA,NA,10,0.248114,-2.38958266465038
"58","3",1,2,155,299,-17.7978412162162,-19.3648412162162,0,14.896,-19.5238412162162,-17.7318412162162,-0.0100067470083614,2026-01-21,"CAREER - Phys","January_2026",2,8,"Montipora capitata","Susceptible",248.114,NA,NA,NA,NA,10,0.248114,-0.0148968841633954
"59","3",1,3,269,200,-18.85791,-15.29991,15.946,25.896,-19.07391,-15.05491,0.485516952374688,2026-01-21,"CAREER - Phys","January_2026",2,8,"Montipora capitata","Susceptible",248.114,NA,NA,NA,NA,10,0.248114,0.72278131872896
"60","3",1,4,472,200,-14.036895,-4.706895,26.946,36.897,-14.082895,-4.40989500000001,1.02020986336932,2026-01-21,"CAREER - Phys","January_2026",2,8,"Montipora capitata","Susceptible",248.114,NA,NA,NA,NA,10,0.248114,1.51877010024009
"61","3",1,5,824,200,-2.46285499999999,10.557145,37.947,47.896,-2.55085499999998,10.557145,1.36608341616931,2026-01-21,"CAREER - Phys","January_2026",2,8,"Montipora capitata","Susceptible",248.114,NA,NA,NA,NA,10,0.248114,2.0336665243166
"62","3",1,6,1017,200,12.59721,27.58921,48.946,58.896,12.59721,27.90421,1.5604147213578,2026-01-21,"CAREER - Phys","January_2026",2,8,"Montipora capitata","Susceptible",248.114,NA,NA,NA,NA,10,0.248114,2.32296442904982
"63","3",1,7,1313,200,30.405315,45.468315,59.946,69.896,30.292315,45.626315,1.54065562430351,2026-01-21,"CAREER - Phys","January_2026",2,8,"Montipora capitata","Susceptible",248.114,NA,NA,NA,NA,10,0.248114,2.29354937741065
"64","247",2,1,0,320,56.36979375,41.87179375,177.963,193.913,41.87179375,56.88979375,-0.97932614555256,2026-01-21,"CAREER - Phys","January_2026",1,1,"Porites compressa","Susceptible",241.081,"Coral fell off string at some point during the run, data may look weird",NA,NA,NA,10,0.241081,-1.41658155897574
"65","247",2,2,155,298,5.08736454849497,3.35336454849497,106.069,120.913,3.14836454849498,5.30736454849497,-0.0891451856285307,2026-01-21,"CAREER - Phys","January_2026",1,1,"Porites compressa","Susceptible",241.081,"Coral fell off string at some point during the run, data may look weird",NA,NA,NA,10,0.241081,-0.128947262979071
"66","247",2,3,269,200,4.28960696517413,6.96360696517414,121.963,131.913,4.07460696517413,7.10060696517414,0.325544543899579,2026-01-21,"CAREER - Phys","January_2026",1,1,"Porites compressa","Susceptible",241.081,"Coral fell off string at some point during the run, data may look weird",NA,NA,NA,10,0.241081,0.470895625127126
"67","247",2,4,472,200,8.58782587064675,14.7928258706468,132.963,142.913,8.50082587064676,14.9098258706468,0.707452043010754,2026-01-21,"CAREER - Phys","January_2026",1,1,"Porites compressa","Susceptible",241.081,"Coral fell off string at some point during the run, data may look weird",NA,NA,NA,10,0.241081,1.02331947588645
"68","247",2,5,824,200,16.920671641791,25.462671641791,143.963,153.913,16.592671641791,25.462671641791,0.911777452005552,2026-01-21,"CAREER - Phys","January_2026",1,1,"Porites compressa","Susceptible",241.081,"Coral fell off string at some point during the run, data may look weird",NA,NA,NA,10,0.241081,1.3188733194417
"69","247",2,6,1017,200,28.0566417910448,38.1896417910448,154.963,164.913,27.8336417910448,38.4196417910448,1.08665526864263,2026-01-21,"CAREER - Phys","January_2026",1,1,"Porites compressa","Susceptible",241.081,"Coral fell off string at some point during the run, data may look weird",NA,NA,NA,10,0.241081,1.5718316329178
"70","247",2,7,1313,200,41.0319154228856,52.6299154228856,165.963,175.913,41.0319154228856,52.6299154228856,1.19520951755433,2026-01-21,"CAREER - Phys","January_2026",1,1,"Porites compressa","Susceptible",241.081,"Coral fell off string at some point during the run, data may look weird",NA,NA,NA,10,0.241081,1.7288538342091
"71","239",3,1,0,320,81.06380625,71.45280625,286.946,302.896,71.16780625,81.89280625,-0.77249162200138,2026-01-21,"CAREER - Phys","January_2026",4,7,"Porites compressa","Susceptible",245.465,NA,NA,NA,NA,10,0.245465,-1.13771793596741
"72","239",3,2,155,308,39.2622302631579,37.1832302631579,214.538,229.896,37.0732302631579,39.3902302631579,-0.116241092550052,2026-01-21,"CAREER - Phys","January_2026",4,7,"Porites compressa","Susceptible",245.465,NA,NA,NA,NA,10,0.245465,-0.171198718696791
"73","239",3,3,269,200,38.138085,40.324085,230.947,240.897,37.815085,40.324085,0.256173984704022,2026-01-21,"CAREER - Phys","January_2026",4,7,"Porites compressa","Susceptible",245.465,NA,NA,NA,NA,10,0.245465,0.377290482932236
"74","239",3,4,472,200,41.714205,47.077205,241.946,251.896,41.267205,47.077205,0.546662284031452,2026-01-21,"CAREER - Phys","January_2026",4,7,"Porites compressa","Susceptible",245.465,NA,NA,NA,NA,10,0.245465,0.805118745298683
"75","239",3,5,824,220,48.4472136363636,56.9462136363636,252.946,263.896,48.4472136363636,56.9462136363636,0.787668026614794,2026-01-21,"CAREER - Phys","January_2026",4,7,"Porites compressa","Susceptible",245.465,NA,NA,NA,NA,10,0.245465,1.160069592918
"76","239",3,6,1017,200,58.55954,67.50954,264.946,274.896,58.51554,67.57554,0.931087273823281,2026-01-21,"CAREER - Phys","January_2026",4,7,"Porites compressa","Susceptible",245.465,NA,NA,NA,NA,10,0.245465,1.37129602601419
"77","239",3,7,1313,200,69.33927,78.70427,275.946,285.896,69.27127,78.96427,0.968678559556899,2026-01-21,"CAREER - Phys","January_2026",4,7,"Porites compressa","Susceptible",245.465,NA,NA,NA,NA,10,0.245465,1.42666009572981
"78","27",4,1,0,300,64.9753166666667,53.1363166666667,395.963,410.913,53.0093166666667,65.9843166666667,-0.977069395683408,2026-01-21,"CAREER - Phys","January_2026",1,10,"Porites compressa","Resistant",248.252,NA,NA,NA,NA,10,0.248252,-1.45535658970319
"79","27",4,2,155,320,-3.97531249999997,-5.25731249999998,322.963,338.913,-5.71131249999999,-3.7013125,-0.0611260420595743,2026-01-21,"CAREER - Phys","January_2026",1,10,"Porites compressa","Resistant",248.252,NA,NA,NA,NA,10,0.248252,-0.0910479731602407
"80","27",4,3,269,200,-3.81521500000002,-0.353215000000006,339.963,349.913,-3.858215,-0.260215000000017,0.437885084417203,2026-01-21,"CAREER - Phys","January_2026",1,10,"Porites compressa","Resistant",248.252,NA,NA,NA,NA,10,0.248252,0.652235087860436
"81","27",4,4,472,220,1.40532727272728,10.3583272727273,350.963,361.913,1.32932727272726,10.3583272727273,0.828665769723836,2026-01-21,"CAREER - Phys","January_2026",1,10,"Porites compressa","Resistant",248.252,NA,NA,NA,NA,10,0.248252,1.23430760799289
"82","27",4,5,824,200,12.654595,24.360595,362.963,372.913,12.581595,24.774595,1.20447272354392,2026-01-21,"CAREER - Phys","January_2026",1,10,"Porites compressa","Resistant",248.252,NA,NA,NA,NA,10,0.248252,1.79407657539135
"83","27",4,6,1017,200,27.13592,40.99692,373.963,383.913,27.13592,41.40192,1.43842708505368,2026-01-21,"CAREER - Phys","January_2026",1,10,"Porites compressa","Resistant",248.252,NA,NA,NA,NA,10,0.248252,2.14255440431248
"84","27",4,7,1313,200,44.8703,60.9253,384.963,394.913,44.7333,60.9253,1.64910775710776,2026-01-21,"CAREER - Phys","January_2026",1,10,"Porites compressa","Resistant",248.252,NA,NA,NA,NA,10,0.248252,2.45636579350509
"85","221",5,1,0,300,106.910541528239,99.8985415282392,502.946,517.896,99.6645415282392,107.381541528239,-0.547196176152607,2026-01-21,"CAREER - Phys","January_2026",4,3,"Montipora capitata","Susceptible",234.127,NA,NA,NA,NA,10,0.234127,-0.768680394804489
"86","221",5,2,155,299,54.5079230769231,57.4289230769231,430.994,445.897,53.4069230769231,57.4289230769231,0.274095154058706,2026-01-21,"CAREER - Phys","January_2026",4,3,"Montipora capitata","Susceptible",234.127,NA,NA,NA,NA,10,0.234127,0.385038456805816
"87","221",5,3,269,200,59.0909054726368,63.3819054726368,446.946,456.896,58.8629054726368,63.7309054726368,0.500223492662514,2026-01-21,"CAREER - Phys","January_2026",4,3,"Montipora capitata","Susceptible",234.127,NA,NA,NA,NA,10,0.234127,0.702694953999578
"88","221",5,4,472,200,65.1553631840796,72.3343631840796,457.946,467.897,65.1553631840796,72.3343631840796,0.69261500675711,2026-01-21,"CAREER - Phys","January_2026",4,3,"Montipora capitata","Susceptible",234.127,NA,NA,NA,NA,10,0.234127,0.972959242122131
"89","221",5,5,824,220,73.0053529411765,81.5083529411765,467.946,478.896,73.0053529411765,81.7553529411765,0.781828077737024,2026-01-21,"CAREER - Phys","January_2026",4,3,"Montipora capitata","Susceptible",234.127,NA,NA,NA,NA,10,0.234127,1.09828237413802
"90","221",5,6,1017,200,83.7840099502488,92.9130099502487,479.946,489.896,83.5540099502487,92.9870099502488,0.905283368994822,2026-01-21,"CAREER - Phys","January_2026",4,3,"Montipora capitata","Susceptible",234.127,NA,NA,NA,NA,10,0.234127,1.2717076759959
"91","221",5,7,1313,200,94.4715024875622,104.266502487562,490.947,500.896,94.4075024875622,104.266502487562,0.943502392387494,2026-01-21,"CAREER - Phys","January_2026",4,3,"Montipora capitata","Susceptible",234.127,NA,NA,NA,NA,10,0.234127,1.32539630773504
