"","ColonyID","Run.x","Interval","Light_Value","N_points","O2_start","O2_end","DeltaT_min","DeltaT_max","O2_min","O2_max","Slope","Date","Project","Timepoint","Run.y","Chamber","Species","Phenotype","Chamber_Volume_mL","Notes","...11","...12","...13","Surface_Area_cm2","Chamber_Volume_L","Slope_norm"
"92","235",1,1,0,320,-38.119996875,-43.510996875,70.902,86.852,-43.510996875,-37.078996875,-0.467947555813857,2026-01-21,"CAREER - Phys","January_2026",3,8,"Porites compressa","Susceptible",246.339,NA,NA,NA,NA,10,0.246339,-0.691642397709778
"93","235",1,2,155,298,-64.5478412162162,-65.4508412162162,0,14.852,-65.6178412162162,-64.5478412162162,-0.021145199282702,2026-01-21,"CAREER - Phys","January_2026",3,8,"Porites compressa","Susceptible",246.339,NA,NA,NA,NA,10,0.246339,-0.0312533234766091
"94","235",1,3,269,200,-65.00191,-64.28791,15.901,25.852,-65.21491,-64.09991,0.0978627364715158,2026-01-21,"CAREER - Phys","January_2026",3,8,"Porites compressa","Susceptible",246.339,NA,NA,NA,NA,10,0.246339,0.14464445183794
"95","235",1,4,472,200,-63.564895,-60.549895,26.902,36.852,-63.738895,-60.505895,0.321027989116031,2026-01-21,"CAREER - Phys","January_2026",3,8,"Porites compressa","Susceptible",246.339,NA,NA,NA,NA,10,0.246339,0.474490282865124
"96","235",1,5,824,200,-59.376855,-54.935855,37.902,47.851,-59.519855,-54.923855,0.478857850699533,2026-01-21,"CAREER - Phys","January_2026",3,8,"Porites compressa","Susceptible",246.339,NA,NA,NA,NA,10,0.246339,0.707768184500834
"97","235",1,6,1017,200,-53.41779,-47.44979,48.901,58.852,-53.43779,-47.40079,0.625268986662081,2026-01-21,"CAREER - Phys","January_2026",3,8,"Porites compressa","Susceptible",246.339,NA,NA,NA,NA,10,0.246339,0.924168821432102
"98","235",1,7,1313,200,-45.739685,-39.447685,59.902,69.851,-45.902685,-39.447685,0.645636259566482,2026-01-21,"CAREER - Phys","January_2026",3,8,"Porites compressa","Susceptible",246.339,NA,NA,NA,NA,10,0.246339,0.954272343272085
"99","209",2,1,0,320,21.17979375,12.95479375,177.919,193.868,12.95479375,24.02779375,-1.04809179869586,2026-01-21,"CAREER - Phys","January_2026",3,7,"Montipora capitata","Susceptible",243.631,NA,NA,NA,NA,10,0.243631,-1.53208591804842
"100","209",2,2,155,297,-48.086635451505,-47.793635451505,106.062,120.869,-49.728635451505,-47.793635451505,0.200526813324294,2026-01-21,"CAREER - Phys","January_2026",3,7,"Montipora capitata","Susceptible",243.631,NA,NA,NA,NA,10,0.243631,0.293127288342066
"101","209",2,3,269,200,-46.4543930348259,-41.4403930348259,121.918,131.868,-46.4903930348259,-41.4403930348259,0.524655552755492,2026-01-21,"CAREER - Phys","January_2026",3,7,"Montipora capitata","Susceptible",243.631,NA,NA,NA,NA,10,0.243631,0.766934141840239
"102","209",2,4,472,200,-39.6611741293532,-31.2381741293532,132.918,142.869,-39.8301741293532,-31.2051741293532,0.93847329862653,2026-01-21,"CAREER - Phys","January_2026",3,7,"Montipora capitata","Susceptible",243.631,NA,NA,NA,NA,10,0.243631,1.37184712930608
"103","209",2,5,824,200,-28.915328358209,-17.883328358209,143.918,153.868,-29.122328358209,-17.797328358209,1.22871216731938,2026-01-21,"CAREER - Phys","January_2026",3,7,"Montipora capitata","Susceptible",243.631,NA,NA,NA,NA,10,0.243631,1.79611424421713
"104","209",2,6,1017,200,-15.0923582089552,-1.92935820895522,154.918,164.868,-15.2533582089552,-1.74735820895523,1.41656130759475,2026-01-21,"CAREER - Phys","January_2026",3,7,"Montipora capitata","Susceptible",243.631,NA,NA,NA,NA,10,0.243631,2.0707094875837
"105","209",2,7,1313,200,1.21191542288557,16.1899154228856,165.919,175.869,1.08391542288555,16.2409154228856,1.61271657396441,2026-01-21,"CAREER - Phys","January_2026",3,7,"Montipora capitata","Susceptible",243.631,NA,NA,NA,NA,10,0.243631,2.35744650978914
"106","20",3,1,0,321,45.86880625,36.19180625,286.885,302.885,36.19180625,47.45280625,-0.967543088210666,2026-01-21,"CAREER - Phys","January_2026",1,2,"Montipora capitata","Resistant",244.051,NA,NA,NA,NA,10,0.244051,-1.41677914932541
"107","20",3,2,155,308,-5.2037697368421,-4.81976973684209,214.533,229.885,-6.26576973684209,-4.81976973684209,0.0948938147077661,2026-01-21,"CAREER - Phys","January_2026",1,2,"Montipora capitata","Resistant",244.051,NA,NA,NA,NA,10,0.244051,0.13895358223947
"108","20",3,3,269,201,-3.281915,0.668084999999991,230.885,240.885,-3.58291500000001,0.668084999999991,0.402239385560678,2026-01-21,"CAREER - Phys","January_2026",1,2,"Montipora capitata","Resistant",244.051,NA,NA,NA,NA,10,0.244051,0.589001545712814
"109","20",3,4,472,201,2.085205,8.70020499999998,241.885,251.885,1.86220499999999,8.924205,0.722434424548746,2026-01-21,"CAREER - Phys","January_2026",1,2,"Montipora capitata","Resistant",244.051,NA,NA,NA,NA,10,0.244051,1.05786506247328
"110","20",3,5,824,221,10.4342136363636,20.1512136363636,252.885,263.885,10.3632136363636,20.1982136363636,0.904853176289639,2026-01-21,"CAREER - Phys","January_2026",1,2,"Montipora capitata","Resistant",244.051,NA,NA,NA,NA,10,0.244051,1.32498193515998
"111","20",3,6,1017,201,22.17054,31.79254,264.885,274.885,21.84054,31.79254,1.04866120975799,2026-01-21,"CAREER - Phys","January_2026",1,2,"Montipora capitata","Resistant",244.051,NA,NA,NA,NA,10,0.244051,1.53556090141588
"112","20",3,7,1313,201,33.58027,43.79627,275.885,285.885,33.50127,43.79627,1.05970865009246,2026-01-21,"CAREER - Phys","January_2026",1,2,"Montipora capitata","Resistant",244.051,NA,NA,NA,NA,10,0.244051,1.55173773458229
"113","241",4,1,0,300,-18.8236833333333,-32.7156833333333,395.902,410.852,-32.8146833333333,-18.6076833333333,-1.05241346389518,2026-01-21,"CAREER - Phys","January_2026",4,5,"Porites compressa","Susceptible",246.6,NA,NA,NA,NA,10,0.2466,-1.55715096117931
"114","241",4,2,155,320,-44.5163125,-49.5743125,322.902,338.851,-49.7453125,-44.5163125,-0.277255149074362,2026-01-21,"CAREER - Phys","January_2026",4,5,"Porites compressa","Susceptible",246.6,NA,NA,NA,NA,10,0.2466,-0.410226718570426
"115","241",4,3,269,200,-48.368215,-49.306215,339.902,349.852,-49.438215,-48.344215,-0.0678194026013815,2026-01-21,"CAREER - Phys","January_2026",4,5,"Porites compressa","Susceptible",246.6,NA,NA,NA,NA,10,0.2466,-0.100345588089004
"116","241",4,4,472,220,-48.0296727272727,-45.6136727272727,350.901,361.852,-48.1786727272727,-45.4436727272727,0.249898087691262,2026-01-21,"CAREER - Phys","January_2026",4,5,"Porites compressa","Susceptible",246.6,NA,NA,NA,NA,10,0.2466,0.369749210547991
"117","241",4,5,824,200,-44.095405,-39.414405,362.902,372.851,-44.095405,-39.414405,0.472361451301582,2026-01-21,"CAREER - Phys","January_2026",4,5,"Porites compressa","Susceptible",246.6,NA,NA,NA,NA,10,0.2466,0.69890600334582
"118","241",4,6,1017,200,-37.40208,-31.74108,373.901,383.851,-37.52608,-31.52108,0.596225969390497,2026-01-21,"CAREER - Phys","January_2026",4,5,"Porites compressa","Susceptible",246.6,NA,NA,NA,NA,10,0.2466,0.88217594431018
"119","241",4,7,1313,200,-28.9067,-22.0577,384.902,394.851,-29.0427,-21.9697,0.709317792873771,2026-01-21,"CAREER - Phys","January_2026",4,5,"Porites compressa","Susceptible",246.6,NA,NA,NA,NA,10,0.2466,1.04950660633603
"120","19",2,1,0,320,46.50879375,37.44979375,177.868,193.818,37.44979375,46.96979375,-0.737580922618646,2026-01-21,"CAREER - Phys","January_2026",4,8,"Montipora capitata","Susceptible",245.579,"Remove 10% light level from this coral",NA,NA,NA,10,0.245579,-1.08680631237459
"121","19",2,2,155,296,5.00936454849497,5.08836454849498,106.068,120.817,3.86236454849498,5.08836454849498,0.0963544860027747,2026-01-21,"CAREER - Phys","January_2026",4,8,"Montipora capitata","Susceptible",245.579,"Remove 10% light level from this coral",NA,NA,NA,10,0.245579,0.141975829908452
"122","19",2,3,269,200,6.29060696517413,9.17360696517412,121.867,131.818,6.21260696517413,9.25760696517412,0.324909015492746,2026-01-21,"CAREER - Phys","January_2026",4,8,"Montipora capitata","Susceptible",245.579,"Remove 10% light level from this coral",NA,NA,NA,10,0.245579,0.478744986694158
"123","19",2,4,472,200,10.7218258706468,15.7688258706468,132.868,142.817,10.6408258706468,15.8148258706468,0.559099602865209,2026-01-21,"CAREER - Phys","January_2026",4,8,"Montipora capitata","Susceptible",245.579,"Remove 10% light level from this coral",NA,NA,NA,10,0.245579,0.823818728232211
"124","19",2,5,824,200,17.483671641791,24.387671641791,143.867,153.818,17.4276716417911,24.418671641791,0.70565844854363,2026-01-21,"CAREER - Phys","January_2026",4,8,"Montipora capitata","Susceptible",245.579,"Remove 10% light level from this coral",NA,NA,NA,10,0.245579,1.03976937680938
"125","19",2,6,1017,200,26.3936417910448,33.9346417910448,154.867,164.817,26.2246417910448,33.9346417910448,0.754448889336308,2026-01-21,"CAREER - Phys","January_2026",4,8,"Montipora capitata","Susceptible",245.579,"Remove 10% light level from this coral",NA,NA,NA,10,0.245579,1.11166082276593
"126","19",2,7,1313,200,35.9899154228856,43.6579154228856,165.868,175.818,35.9899154228856,43.6579154228856,0.76301370644605,2026-01-21,"CAREER - Phys","January_2026",4,8,"Montipora capitata","Susceptible",245.579,"Remove 10% light level from this coral",NA,NA,NA,10,0.245579,1.12428085809189
"127","225",3,1,0,320,75.71080625,67.43180625,286.885,302.834,67.35280625,76.35280625,-0.671581980973367,2026-01-21,"CAREER - Phys","January_2026",5,8,"Porites compressa","Susceptible",236.884,NA,NA,NA,NA,10,0.236884,-0.95452215588537
"128","225",3,2,155,307,34.2612302631579,31.5292302631579,214.54,229.835,31.3202302631579,34.2612302631579,-0.148333812556301,2026-01-21,"CAREER - Phys","January_2026",5,8,"Porites compressa","Susceptible",236.884,NA,NA,NA,NA,10,0.236884,-0.21082744112152
"129","225",3,3,269,200,32.529085,33.999085,230.884,240.834,32.266085,34.155085,0.193652062363961,2026-01-21,"CAREER - Phys","January_2026",5,8,"Porites compressa","Susceptible",236.884,NA,NA,NA,NA,10,0.236884,0.275238450846148
"130","225",3,4,472,200,35.325205,40.691205,241.884,251.834,35.200205,40.691205,0.593606668484413,2026-01-21,"CAREER - Phys","January_2026",5,8,"Porites compressa","Susceptible",236.884,NA,NA,NA,NA,10,0.236884,0.843695532343571
"131","225",3,5,824,220,42.2112136363636,50.8632136363636,252.885,263.834,42.2112136363636,50.8632136363636,0.817425078450379,2026-01-21,"CAREER - Phys","January_2026",5,8,"Porites compressa","Susceptible",236.884,NA,NA,NA,NA,10,0.236884,1.16180953370184
"132","225",3,6,1017,200,52.59854,62.05654,264.884,274.834,52.59854,62.05654,0.929845731560169,2026-01-21,"CAREER - Phys","January_2026",5,8,"Porites compressa","Susceptible",236.884,NA,NA,NA,NA,10,0.236884,1.3215934576494
"133","225",3,7,1313,200,63.72227,73.65127,275.885,285.834,63.72227,73.65127,1.00826236115228,2026-01-21,"CAREER - Phys","January_2026",5,8,"Porites compressa","Susceptible",236.884,NA,NA,NA,NA,10,0.236884,1.43304732695517
"134","206",4,1,0,301,52.9813166666667,45.7933166666667,395.851,410.851,45.7543166666667,53.4783166666667,-0.602469623079897,2026-01-21,"CAREER - Phys","January_2026",1,9,"Montipora capitata","Resistant",241.651,NA,NA,NA,NA,10,0.241651,-0.873524321321281
"135","206",4,2,155,321,-2.49931249999997,1.70168750000002,322.851,338.85,-2.83431249999998,1.85668750000002,0.31901763137839,2026-01-21,"CAREER - Phys","January_2026",1,9,"Montipora capitata","Resistant",241.651,NA,NA,NA,NA,10,0.241651,0.462545577841315
"136","206",4,3,269,201,3.75978499999999,8.742785,339.851,349.85,3.67378499999998,8.742785,0.510143106569831,2026-01-21,"CAREER - Phys","January_2026",1,9,"Montipora capitata","Resistant",241.651,NA,NA,NA,NA,10,0.241651,0.739659551074237
"137","206",4,4,472,221,10.6963272727273,18.0583272727273,350.851,361.851,10.6743272727273,18.1313272727273,0.683792007178835,2026-01-21,"CAREER - Phys","January_2026",1,9,"Montipora capitata","Resistant",241.651,NA,NA,NA,NA,10,0.241651,0.991434133960637
"138","206",4,5,824,201,20.360595,28.141595,362.851,372.851,20.239595,28.141595,0.78459777719311,2026-01-21,"CAREER - Phys","January_2026",1,9,"Montipora capitata","Resistant",241.651,NA,NA,NA,NA,10,0.241651,1.13759302473895
"139","206",4,6,1017,201,30.23792,38.76892,373.851,383.851,30.23792,38.79292,0.829831555053079,2026-01-21,"CAREER - Phys","January_2026",1,9,"Montipora capitata","Resistant",241.651,NA,NA,NA,NA,10,0.241651,1.20317775066079
"140","206",4,7,1313,201,41.6623,50.2343,384.851,394.85,41.6123,50.3603,0.881566265708801,2026-01-21,"CAREER - Phys","January_2026",1,9,"Montipora capitata","Resistant",241.651,NA,NA,NA,NA,10,0.241651,1.27818821804878
"141","2",5,1,0,301,80.5985415282392,76.3675415282392,502.851,517.851,76.3675415282392,80.6645415282392,-0.343642782032422,2026-01-21,"CAREER - Phys","January_2026",1,4,"Montipora capitata","Resistant",244.208,"This nub is quite small",NA,NA,NA,10,0.244208,-0.503521899087442
"142","2",5,2,155,298,51.9999230769231,52.8249230769231,430.994,445.851,51.5529230769231,52.8299230769231,0.0932478418759582,2026-01-21,"CAREER - Phys","January_2026",1,4,"Montipora capitata","Resistant",244.208,"This nub is quite small",NA,NA,NA,10,0.244208,0.136631213813064
"143","2",5,3,269,201,54.3179054726368,56.6129054726368,446.851,456.851,54.2709054726368,56.6609054726368,0.23497218303594,2026-01-21,"CAREER - Phys","January_2026",1,4,"Montipora capitata","Resistant",244.208,"This nub is quite small",NA,NA,NA,10,0.244208,0.344292521249045
"144","2",5,4,472,201,58.0533631840796,61.4553631840796,457.851,467.851,57.8933631840796,61.4933631840796,0.369954956512298,2026-01-21,"CAREER - Phys","January_2026",1,4,"Montipora capitata","Resistant",244.208,"This nub is quite small",NA,NA,NA,10,0.244208,0.542075760119731
"145","2",5,5,824,221,62.4373529411765,67.0993529411764,467.851,478.851,62.3963529411764,67.0993529411764,0.424517427882084,2026-01-21,"CAREER - Phys","January_2026",1,4,"Montipora capitata","Resistant",244.208,"This nub is quite small",NA,NA,NA,10,0.244208,0.622023312169368
"146","2",5,6,1017,201,68.4230099502487,72.8540099502488,479.851,489.851,68.4230099502487,72.8980099502488,0.445242077166121,2026-01-21,"CAREER - Phys","January_2026",1,4,"Montipora capitata","Resistant",244.208,"This nub is quite small",NA,NA,NA,10,0.244208,0.652390063083505
"147","2",5,7,1313,201,74.4265024875622,78.8515024875622,490.851,500.851,74.4265024875622,78.9885024875622,0.455216866267937,2026-01-21,"CAREER - Phys","January_2026",1,4,"Montipora capitata","Resistant",244.208,"This nub is quite small",NA,NA,NA,10,0.244208,0.667005602865362
"148","248",1,1,0,320,58.323003125,47.284003125,70.85,86.801,47.060003125,60.232003125,-0.959851821319117,2026-01-21,"CAREER - Phys","January_2026",2,5,"Porites compressa","Resistant",238.956,NA,NA,NA,NA,10,0.238956,-1.37617411089079
"149","248",1,2,155,297,-18.3288412162162,-15.5818412162162,0,14.801,-18.5968412162162,-15.5818412162162,0.212976258632838,2026-01-21,"CAREER - Phys","January_2026",2,5,"Porites compressa","Resistant",238.956,NA,NA,NA,NA,10,0.238956,0.305351729147211
"150","248",1,3,269,200,-14.96391,-9.48591000000002,15.851,25.801,-14.97191,-9.47791000000001,0.625713975384032,2026-01-21,"CAREER - Phys","January_2026",2,5,"Porites compressa","Resistant",238.956,NA,NA,NA,NA,10,0.238956,0.897108652211201
"151","248",1,4,472,200,-8.236895,1.77710500000001,26.851,36.801,-8.236895,1.77710500000001,1.039909633046,2026-01-21,"CAREER - Phys","January_2026",2,5,"Porites compressa","Resistant",238.956,NA,NA,NA,NA,10,0.238956,1.49095587764485
"152","248",1,5,824,200,3.66514500000002,16.726145,37.851,47.801,3.62814500000002,16.726145,1.35733395588679,2026-01-21,"CAREER - Phys","January_2026",2,5,"Porites compressa","Resistant",238.956,NA,NA,NA,NA,10,0.238956,1.9460585565773
"153","248",1,6,1017,200,18.87921,35.14921,48.851,58.801,18.87921,35.35821,1.68677480830258,2026-01-21,"CAREER - Phys","January_2026",2,5,"Porites compressa","Resistant",238.956,NA,NA,NA,NA,10,0.238956,2.41838976655651
"154","248",1,7,1313,200,38.167315,55.436315,59.851,69.801,38.156315,55.436315,1.76165120135685,2026-01-21,"CAREER - Phys","January_2026",2,5,"Porites compressa","Resistant",238.956,NA,NA,NA,NA,10,0.238956,2.52574274682857
"155","28",2,1,0,320,80.46579375,63.45979375,177.85,193.801,62.87579375,80.74079375,-1.21067236623541,2026-01-21,"CAREER - Phys","January_2026",1,8,"Porites compressa","Susceptible",233.57,NA,NA,NA,NA,10,0.23357,-1.69666046748963
"156","28",2,2,155,294,6.30836454849498,4.86536454849497,106.154,120.801,4.72136454849496,6.61436454849496,-0.0701413826843219,2026-01-21,"CAREER - Phys","January_2026",1,8,"Porites compressa","Susceptible",233.57,NA,NA,NA,NA,10,0.23357,-0.0982975365214624
"157","28",2,3,269,200,5.93060696517412,9.90860696517413,121.851,131.8,5.67260696517411,10.1816069651741,0.482396913547545,2026-01-21,"CAREER - Phys","January_2026",1,8,"Porites compressa","Susceptible",233.57,NA,NA,NA,NA,10,0.23357,0.6760406825838
"158","28",2,4,472,200,11.8318258706468,20.8398258706468,132.85,142.801,11.6268258706468,20.9448258706468,0.936122222221153,2026-01-21,"CAREER - Phys","January_2026",1,8,"Porites compressa","Susceptible",233.57,NA,NA,NA,NA,10,0.23357,1.31190040466517
"159","28",2,5,824,200,23.198671641791,36.758671641791,143.851,153.8,23.1726716417911,36.8086716417911,1.40415289898377,2026-01-21,"CAREER - Phys","January_2026",1,8,"Porites compressa","Susceptible",233.57,NA,NA,NA,NA,10,0.23357,1.96780795569384
"160","28",2,6,1017,200,39.4376417910448,55.7486417910448,154.851,164.801,39.4376417910448,55.7486417910448,1.5888956690482,2026-01-21,"CAREER - Phys","January_2026",1,8,"Porites compressa","Susceptible",233.57,NA,NA,NA,NA,10,0.23357,2.22671016851753
"161","28",2,7,1313,200,58.7909154228856,75.5749154228855,165.851,175.801,58.7909154228856,75.6309154228856,1.75394378761082,2026-01-21,"CAREER - Phys","January_2026",1,8,"Porites compressa","Susceptible",233.57,NA,NA,NA,NA,10,0.23357,2.45801190283355
"162","226",3,1,0,320,55.40680625,52.72880625,286.851,302.801,52.42680625,56.03980625,-0.25651915815837,2026-01-21,"CAREER - Phys","January_2026",4,4,"Porites compressa","Resistant",232.514,"Large nub",NA,NA,NA,10,0.232514,-0.357865773240212
"163","226",3,2,155,306,44.0782302631579,43.2762302631579,214.553,229.801,43.2762302631579,44.3412302631579,-0.0284014632057101,2026-01-21,"CAREER - Phys","January_2026",4,4,"Porites compressa","Resistant",232.514,"Large nub",NA,NA,NA,10,0.232514,-0.0396224268948748
"164","226",3,3,269,200,44.741085,45.104085,230.85,240.8,44.435085,45.304085,0.0574634916958091,2026-01-21,"CAREER - Phys","January_2026",4,4,"Porites compressa","Resistant",232.514,"Large nub",NA,NA,NA,10,0.232514,0.0801663978489561
"165","226",3,4,472,200,46.258205,47.129205,241.85,251.801,46.107205,47.542205,0.123345126659141,2026-01-21,"CAREER - Phys","January_2026",4,4,"Porites compressa","Resistant",232.514,"Large nub",NA,NA,NA,10,0.232514,0.172076812680141
"166","226",3,5,824,220,48.4142136363636,50.1902136363636,252.851,263.801,48.2172136363636,50.1902136363636,0.136304091288822,2026-01-21,"CAREER - Phys","January_2026",4,4,"Porites compressa","Resistant",232.514,"Large nub",NA,NA,NA,10,0.232514,0.190155656891575
"167","226",3,6,1017,200,50.67154,52.32154,264.851,274.801,50.67154,52.43254,0.135611685103669,2026-01-21,"CAREER - Phys","January_2026",4,4,"Porites compressa","Resistant",232.514,"Large nub",NA,NA,NA,10,0.232514,0.189189692101168
"168","226",3,7,1313,200,52.99027,54.42727,275.851,285.801,52.99027,54.68627,0.137849046306801,2026-01-21,"CAREER - Phys","January_2026",4,4,"Porites compressa","Resistant",232.514,"Large nub",NA,NA,NA,10,0.232514,0.192310998917877
"169","1",4,1,0,300,67.5893166666667,58.4683166666667,395.851,410.801,58.0053166666667,68.9483166666667,-0.913612002992658,2026-01-21,"CAREER - Phys","January_2026",5,2,"Montipora capitata","Susceptible",239.193,NA,NA,NA,NA,10,0.239193,-1.31117757499094
"170","1",4,2,155,320,-5.40831249999999,-1.05331249999998,322.851,338.801,-6.98931249999998,-0.691312499999981,0.292224509641165,2026-01-21,"CAREER - Phys","January_2026",5,2,"Montipora capitata","Susceptible",239.193,NA,NA,NA,NA,10,0.239193,0.419388342807595
"171","1",4,3,269,200,1.504785,8.438785,339.851,349.801,1.296785,8.45378499999998,0.683425101865291,2026-01-21,"CAREER - Phys","January_2026",5,2,"Montipora capitata","Susceptible",239.193,NA,NA,NA,NA,10,0.239193,0.980823002342787
"172","1",4,4,472,220,9.27332727272727,17.0853272727273,350.851,361.8,8.74632727272726,18.6883272727273,0.469665819354104,2026-01-21,"CAREER - Phys","January_2026",5,2,"Montipora capitata","Susceptible",239.193,NA,NA,NA,NA,10,0.239193,0.674044657972597
"173","1",4,5,824,200,17.237595,24.455595,362.851,372.8,15.669595,26.334595,0.0999073485918162,2026-01-21,"CAREER - Phys","January_2026",5,2,"Montipora capitata","Susceptible",239.193,NA,NA,NA,NA,10,0.239193,0.143382830590334
"174","1",4,6,1017,200,34.24492,42.62692,373.85,383.801,29.11392,45.40992,-1.65803452935742,2026-01-21,"CAREER - Phys","January_2026",5,2,"Montipora capitata","Susceptible",239.193,NA,NA,NA,NA,10,0.239193,-2.37954151908354
"175","1",4,7,1313,200,43.1963,63.7663,384.85,394.801,41.3573,63.8903,1.32780131788598,2026-01-21,"CAREER - Phys","January_2026",5,2,"Montipora capitata","Susceptible",239.193,NA,NA,NA,NA,10,0.239193,1.90560468377461
"176","243",5,1,0,300,111.468541528239,99.6185415282392,502.851,517.801,99.6185415282392,112.039541528239,-0.955175125978108,2026-01-21,"CAREER - Phys","January_2026",5,5,"Porites compressa","Susceptible",237.472,NA,NA,NA,NA,10,0.237472,-1.36096408509764
"177","243",5,2,155,297,54.1449230769231,53.5829230769231,430.997,445.8,52.3199230769231,54.1449230769231,0.106566767107702,2026-01-21,"CAREER - Phys","January_2026",5,5,"Porites compressa","Susceptible",237.472,NA,NA,NA,NA,10,0.237472,0.151839739911601
"178","243",5,3,269,200,55.5339054726368,58.9289054726368,446.851,456.801,55.1459054726368,58.9289054726368,0.423968019812085,2026-01-21,"CAREER - Phys","January_2026",5,5,"Porites compressa","Susceptible",237.472,NA,NA,NA,NA,10,0.237472,0.604083201604893
"179","243",5,4,472,200,60.3703631840796,67.1993631840796,457.851,467.801,60.3703631840796,67.6733631840796,0.763138238118943,2026-01-21,"CAREER - Phys","January_2026",5,5,"Porites compressa","Susceptible",237.472,NA,NA,NA,NA,10,0.237472,1.08734378209549
"180","243",5,5,824,220,68.4723529411765,78.9003529411765,467.851,478.8,68.4723529411765,79.3003529411765,1.00465633174863,2026-01-21,"CAREER - Phys","January_2026",5,5,"Porites compressa","Susceptible",237.472,NA,NA,NA,NA,10,0.237472,1.43146649047806
"181","243",5,6,1017,200,81.2490099502488,92.9500099502488,479.85,489.8,81.2490099502488,92.9500099502488,1.16576792575699,2026-01-21,"CAREER - Phys","January_2026",5,5,"Porites compressa","Susceptible",237.472,NA,NA,NA,NA,10,0.237472,1.66102344519218
"182","243",5,7,1313,200,95.3115024875622,107.761502487562,490.85,500.8,95.1715024875622,107.791502487562,1.28272278064495,2026-01-21,"CAREER - Phys","January_2026",5,5,"Porites compressa","Susceptible",237.472,NA,NA,NA,NA,10,0.237472,1.8276644649919
"183","240",2,1,0,320,76.99879375,56.24879375,177.817,193.767,56.18679375,77.57179375,-1.5520510418206,2026-01-21,"CAREER - Phys","January_2026",5,4,"Porites compressa","Resistant",242.319,NA,NA,NA,NA,10,0.242319,-2.25654873841755
"184","240",2,2,155,293,9.16936454849497,5.13936454849497,106.163,120.767,5.12336454849498,9.16936454849497,-0.18620173595249,2026-01-21,"CAREER - Phys","January_2026",5,4,"Porites compressa","Resistant",242.319,NA,NA,NA,NA,10,0.242319,-0.270721310725628
"185","240",2,3,269,200,6.10260696517412,8.97160696517412,121.817,131.767,5.87960696517413,8.97160696517412,0.365612339305976,2026-01-21,"CAREER - Phys","January_2026",5,4,"Porites compressa","Resistant",242.319,NA,NA,NA,NA,10,0.242319,0.531568898689709
